SN,Name,Entropy,BRISQUE,PSNR
1,2015_03061.jpg,5.644396542160987,29.366572892989524,22.592150083005382
2,2015_03062.jpg,5.579305712866252,39.75324198212306,14.674262737524675
3,2015_03063.jpg,6.78821603173868,20.688884577909306,26.00445399035565
4,2015_03064.jpg,4.118543708410177,31.486358988452224,16.332515300578958
5,2015_03065.jpg,6.256901012700786,21.04966860096576,25.662196690977154
6,2015_03066.jpg,2.602419183815509,58.61550390962745,23.64584736196775
7,2015_03067.jpg,7.139918048862357,24.709205435698408,20.90912021903798
8,2015_03068.jpg,3.4989584992229408,58.70622089084017,23.903385283962393
9,2015_03069.jpg,6.387362702315727,20.93567174630445,21.643537489219447
10,2015_03070.jpg,6.180417015113245,14.167806714773036,30.91713120165274
11,2015_03071.jpg,7.36583631370916,17.331388257740258,28.209158710842054
12,2015_03072.jpg,3.754586813400189,64.64926721954961,22.559391311070126
13,2015_03073.jpg,5.691821353431243,9.444960358654242,21.884738399443236
14,2015_03074.jpg,5.34484703428316,26.357590092858658,22.042779116819723
15,2015_03075.jpg,7.015771976699834,30.613016534146112,19.879603546222093
16,2015_03076.jpg,6.928696783773452,8.328760904565542,29.358669090896534
17,2015_03077.jpg,7.158547160490199,15.120651237262194,21.097302666646897
18,2015_03078.jpg,6.445833630115008,21.150200083307794,21.891487055890437
19,2015_03079.jpg,6.547497602833194,21.483045987027793,23.497062912012268
20,2015_03080.jpg,4.725533073700968,32.425211324467995,23.483661877253397
21,2015_03081.jpg,6.2248313139658125,18.11691094419436,24.263590658160656
22,2015_03082.jpg,5.329567234371013,26.541922948680934,20.935286101025245
23,2015_03083.jpg,2.407373061526777,77.99763051646178,9.284485727113086
24,2015_03084.jpg,6.634427334827106,20.890409558090226,23.5401157501693
25,2015_03085.jpg,5.950675347073793,37.193096312127494,18.95063346941911
26,2015_03086.jpg,4.568331229719355,7.479527373204604,24.153319168609375
27,2015_03087.jpg,7.312057430414658,6.618724220068742,23.6242901985448
28,2015_03088.jpg,6.7880296292623425,36.58795200824099,23.02091038835167
29,2015_03089.jpg,5.105255277576664,27.44854002210397,21.882121432963668
30,2015_03090.jpg,6.945635332015507,13.836783779208616,22.252595500941283
31,2015_03091.jpg,6.585566137236528,19.28765467635239,18.18918141600069
32,2015_03092.jpg,3.9073248191296583,41.77502549824712,18.68650389894309
33,2015_03093.jpg,4.3311381913603455,81.50366023486797,16.273417413631513
34,2015_03094.jpg,6.957036714928681,12.27080171257873,24.148319637198018
35,2015_03095.jpg,4.7799396985329565,63.33072808936831,20.508492839123498
36,2015_03096.jpg,6.36440317604729,41.01822869192708,20.8590215190442
37,2015_03097.jpg,4.428236788509107,0.15232577119931534,17.84839245753429
38,2015_03098.jpg,3.3080394161207543,56.07143936055408,28.870165955804936
39,2015_03099.jpg,4.808805290366874,11.030258661372585,27.72443856949371
40,2015_03100.jpg,4.178291640485394,12.502971692647492,25.562309879109378
41,2015_03101.jpg,6.998584122362974,20.267154492874937,30.773061887629808
42,2015_03102.jpg,4.1948357230980315,54.6293197820921,20.558459022300838
43,2015_03103.jpg,6.170704874917727,19.701639640970797,22.229191434883973
44,2015_03104.jpg,5.6047098942267635,32.52587434985239,22.603642740098422
45,2015_03105.jpg,5.917619219263348,35.231207545703086,20.767790411564256
46,2015_03106.jpg,5.086469728066584,56.13517699416704,19.79308536444172
47,2015_03107.jpg,6.2969691588314545,13.060819462918374,22.06470909994309
48,2015_03108.jpg,5.205474283744758,52.36529053908791,32.171140283041154
49,2015_03109.jpg,6.341788314369038,21.853907410070263,18.37064539745258
50,2015_03110.jpg,3.0367539429034314,66.73904956346686,18.71468239671
